"x","y","ID","Sex"
153.12259990037,-33.5861504907306,"Shark#3","Female"
152.556599990943,-34.5308069792803,"Shark#3","Female"
151.000100240018,-36.4201199563795,"Shark#3","Female"
150.858600262661,-37.9045801526718,"Shark#3","Female"
149.16060053438,-38.8492366412214,"Shark#3","Female"
149.019100557023,-41.0084514721919,"Shark#3","Female"
149.302100511737,-39.1191384950927,"Shark#3","Female"
150.858600262661,-37.7696292257361,"Shark#3","Female"
153.971599764511,-37.2298255179935,"Shark#3","Female"
151.990600081516,-33.9910032715376,"Shark#4","Female"
154.679099651295,-29.6725736095965,"Shark#4","Female"
154.537599673938,-26.703653217012,"Shark#4","Female"
153.688599809797,-24.0046346782988,"Shark#4","Female"
151.000100240018,-16.7172846237732,"Shark#4","Female"
153.12259990037,-11.5891494002181,"Shark#4","Female"
151.141600217375,-10.6444929116685,"Shark#4","Female"
152.981099923013,-9.16003271537623,"Shark#4","Female"
151.707600126802,-10.3745910577972,"Shark#4","Female"
153.12259990037,-10.7794438386041,"Shark#4","Female"
151.990600081516,-11.0493456924755,"Shark#4","Female"
149.16060053438,-10.7794438386041,"Shark#4","Female"
144.349601304249,-11.3192475463468,"Shark#4","Female"
144.066601349535,-12.803707742639,"Shark#4","Female"
145.764601077817,-14.2881679389313,"Shark#4","Female"
146.896600896671,-17.2570883315158,"Shark#4","Female"
149.16060053438,-19.2813522355507,"Shark#4","Female"
151.000100240018,-21.3056161395856,"Shark#4","Female"
152.839599945656,-23.7347328244275,"Shark#4","Female"
151.566100149445,-21.5755179934569,"Shark#4","Female"
146.189101009887,-14.9629225736096,"Shark#5","Male"
146.896600896671,-17.1221374045802,"Shark#5","Male"
147.462600806098,-17.5269901853871,"Shark#5","Male"
148.877600579666,-18.6065976008724,"Shark#5","Male"
150.858600262661,-21.3056161395856,"Shark#5","Male"
154.396099696581,-24.2745365321701,"Shark#5","Male"
152.556599990943,-22.9250272628135,"Shark#5","Male"
151.283100194732,-19.4163031624864,"Shark#5","Male"
148.736100602309,-18.3366957470011,"Shark#5","Male"
152.698099968299,-20.0910577971647,"Shark#5","Male"
151.424600172088,-20.6308615049073,"Shark#5","Male"
150.009600398521,-20.360959651036,"Shark#5","Male"
153.688599809797,-22.1153217011996,"Shark#5","Male"
157.367599221074,-23.1949291166848,"Shark#5","Male"
153.830099787154,-25.893947655398,"Shark#5","Male"
154.820599628651,-26.8386041439477,"Shark#5","Male"
155.386599538078,-28.0531624863686,"Shark#5","Male"
153.54709983244,-29.9424754634678,"Shark#5","Male"
153.971599764511,-31.9667393675027,"Shark#5","Male"
150.858600262661,-36.0152671755725,"Shark#5","Male"
151.000100240018,-37.4997273718648,"Shark#5","Male"
149.302100511737,-38.3094329334787,"Shark#5","Male"
149.726600443807,-38.7142857142857,"Shark#5","Male"
152.556599990943,-36.4201199563795,"Shark#5","Male"
155.386599538078,-37.2298255179935,"Shark#5","Male"
146.613600941958,-17.9318429661941,"Shark#6","Male"
146.896600896671,-16.3124318429662,"Shark#6","Male"
148.594600624953,-19.0114503816794,"Shark#6","Male"
150.858600262661,-20.9007633587786,"Shark#6","Male"
150.292600353234,-20.9007633587786,"Shark#6","Male"
152.273600036229,-23.0599781897492,"Shark#6","Male"
154.254599719224,-24.5444383860414,"Shark#6","Male"
154.820599628651,-28.0531624863686,"Shark#6","Male"
154.254599719224,-29.2677208287895,"Shark#6","Male"
159.207098926712,-31.0220828789531,"Shark#6","Male"
158.641099017285,-29.4026717557252,"Shark#6","Male"
162.178598451204,-24.1395856052345,"Shark#6","Male"
165.00859799834,-21.17066521265,"Shark#6","Male"
151.283100194732,-22.6551254089422,"Shark#7","Male"
150.292600353234,-21.0357142857143,"Shark#7","Male"
149.443600489093,-19.551254089422,"Shark#7","Male"
150.575600307948,-19.551254089422,"Shark#7","Male"
150.858600262661,-20.765812431843,"Shark#7","Male"
151.990600081516,-22.3852235550709,"Shark#7","Male"
150.858600262661,-21.5755179934569,"Shark#7","Male"
150.434100330591,-19.956106870229,"Shark#7","Male"
152.839599945656,-22.6551254089422,"Shark#7","Male"
155.103599583365,-25.3541439476554,"Shark#7","Male"
154.254599719224,-26.5687022900763,"Shark#7","Male"
158.216599085214,-26.8386041439477,"Shark#7","Male"
155.952599447506,-23.4648309705562,"Shark#7","Male"
154.113099741867,-25.893947655398,"Shark#7","Male"
154.679099651295,-27.9182115594329,"Shark#7","Male"
154.113099741867,-30.2123773173392,"Shark#7","Male"
154.820599628651,-26.9735550708833,"Shark#7","Male"
153.830099787154,-23.8696837513631,"Shark#7","Male"
156.235599402219,-21.5755179934569,"Shark#7","Male"
158.782598994641,-23.1949291166848,"Shark#7","Male"
159.490098881425,-22.1153217011996,"Shark#7","Male"
157.933599130501,-21.5755179934569,"Shark#7","Male"
160.339098745566,-19.0114503816794,"Shark#7","Male"
163.735098202129,-19.956106870229,"Shark#7","Male"
153.688599809797,-25.6240458015267,"Shark#8","Male"
153.830099787154,-26.8386041439477,"Shark#8","Male"
154.962099606008,-27.513358778626,"Shark#8","Male"
153.830099787154,-31.6968375136314,"Shark#8","Male"
156.235599402219,-28.5929661941112,"Shark#8","Male"
153.405599855083,-23.8696837513631,"Shark#8","Male"
150.575600307948,-20.765812431843,"Shark#8","Male"
147.462600806098,-17.1221374045802,"Shark#8","Male"
150.292600353234,-18.8764994547437,"Shark#8","Male"
148.877600579666,-17.2570883315158,"Shark#8","Male"
147.462600806098,-18.0667938931298,"Shark#8","Male"
148.736100602309,-19.1464013086151,"Shark#8","Male"
147.462600806098,-18.2017448200654,"Shark#8","Male"
146.330600987244,-16.1774809160305,"Shark#8","Male"
147.462600806098,-16.4473827699019,"Shark#8","Male"
147.038100874028,-17.6619411123228,"Shark#8","Male"
146.896600896671,-16.1774809160305,"Shark#8","Male"
145.764601077817,-14.01826608506,"Shark#8","Male"
144.066601349535,-11.8590512540894,"Shark#8","Male"
144.915601213676,-7.94547437295529,"Shark#8","Male"
145.764601077817,-9.69983642311887,"Shark#8","Male"
147.604100783455,-10.3745910577972,"Shark#8","Male"
146.189101009887,-10.2396401308615,"Shark#8","Male"
147.462600806098,-9.83478735005453,"Shark#8","Male"
148.311600670239,-11.0493456924755,"Shark#8","Male"
149.868100421164,-10.6444929116685,"Shark#8","Male"
150.858600262661,-11.1842966194111,"Shark#8","Male"
152.981099923013,-11.0493456924755,"Shark#8","Male"
151.849100104159,-8.75517993456925,"Shark#8","Male"
152.698099968299,-9.69983642311887,"Shark#8","Male"
151.849100104159,-10.7794438386041,"Shark#8","Male"
